WDPAID,WDPA_PID,NAME,unique_id,area_km2,STATUS_YR,iucnCatOrd,IUCN_CAT,DESIG_ENG,GIS_AREA,Continent,Country,own_pa_id,functional_biome_num,nitrogen_depo,olson_biome_num,human_modification,climatic_region_num,MaxTemp,elevation,MAT,MAP,BurnedAreaMean,EVI,climatic_region,olson_biome,functional_biome,land_cover,PaAge
555744127,555744127,Cup And Saucer,Canada_555744127,1.36217619338386,2021,1,Ia,NGO/Land Trust/Agency - Fee Simple Property,1.36217634613428,North America,Canada,89856,14,512.686645507813,4,0.0365532077848911,26,23.9121494293213,308.921020507813,5.50707292556763,77.9451522827149,0,3379.04321289063,Cold,Temperate Broadleaf & Mixed Forests,SMB,ClosedForestDeciduousBroad,2
555744167,555744167,Fleetwood Creek Natural Area,Canada_555744167,3.80272020197978,2021,2,Ib,NGO/Land Trust/Agency - Fee Simple Property,3.80271807799392,North America,Canada,89860,17,799.002685546875,4,0.335104674100876,26,28.0793323516846,309.813842773438,7.4277229309082,82.6450805664063,0,3439.19897460938,Cold,Temperate Broadleaf & Mixed Forests,TMB,ClosedForestDeciduousBroad,2
555744287,555744287,Frye Island,NA_555744287,3.81176200955632,2015,3,II,Nature Preserve,3.81176202699182,"","",89896,5,389.352172851563,4,0.284536272287369,26,23.8899841308594,0.650247514247894,7.1945686340332,117.366348266602,0.00026362351491116,2666.21069335938,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,8
555744462,555744462,Small Teafield 1 (partie Roda 1) Natural Area Under Private Stewardship,Canada_555744462,2.35167289760867,2008,1,Ia,Natural Area Under Private Stewardship,2.35167702615727,North America,Canada,89926,17,814.168334960938,4,0.381273359060288,26,29.75,50.9586067199707,7.67381811141968,81.4648818969727,0,2837.9580078125,Cold,Temperate Broadleaf & Mixed Forests,TMB,OpenForestOther,15
555744463,555744463,Large Teafield 1 (partie Chenail 1) Natural Area Under Private Stewardship,Canada_555744463,2.13735987098867,2009,1,Ia,Natural Area Under Private Stewardship,2.13735775211936,North America,Canada,89927,17,814.168334960938,4,0.377306789159775,26,29.75,52.2400741577149,7.70041847229004,81.7852325439453,0,2802.77685546875,Cold,Temperate Broadleaf & Mixed Forests,TMB,OpenForestOther,14
555744508,555744508,Rivière-Kanaawpscow-et-Lac-Kukamaw Territorial reserve for protected area purposes,Canada_555744508,5719.38064629775,2020,3,II,Territorial reserve for protected area purposes,5719.38045734635,North America,Canada,89930,2,110.787406921387,6,0.000182057221536525,27,20.1600723266602,309.585998535156,-2.80479407310486,69.0984573364258,0.0125773120671511,1279.5283203125,Cold,Boreal Forests/Taiga,SMC,ClosedForestEvergreenNeedle,3
555744510,555744510,Minahiku-Wachî Territorial reserve for protected area purposes,Canada_555744510,2212.43073545458,2020,3,II,Territorial reserve for protected area purposes,2212.43029854266,North America,Canada,89932,14,86.9249114990234,6,0,27,18.8919773101807,584.577331542969,-3.73617053031921,80.0093841552734,0.00253147352486849,1031.84521484375,Cold,Boreal Forests/Taiga,SMB,ClosedForestEvergreenNeedle,3
555744511,555744511,Nord-Est-du-Lac-Nichicun Territorial reserve for protected area purposes,Canada_555744511,2597.20447472073,2020,3,II,Territorial reserve for protected area purposes,2597.20463866062,North America,Canada,89933,14,90.3451843261719,6,0.000110200351628009,27,19.5478401184082,577.628601074219,-3.2832190990448,85.982307434082,0.00468608224764466,1038.65246582031,Cold,Boreal Forests/Taiga,SMB,ClosedForestEvergreenNeedle,3
555744512,555744512,Pipunishiwin Saahkamiishtiku Territorial reserve for protected area purposes,Canada_555744512,5085.96288712833,2020,3,II,Territorial reserve for protected area purposes,5085.96223399864,North America,Canada,89934,14,178.322006225586,6,0,27,20.6663150787354,497.22705078125,-1.45267736911774,82.9060821533203,0.017195200547576,1281.43200683594,Cold,Boreal Forests/Taiga,SMB,OpenForestOther,3
555744513,555744513,Wichishkw-Uubauquushduuk Territorial reserve for protected area purposes,Canada_555744513,3515.55634142742,2020,3,II,Territorial reserve for protected area purposes,3515.55530878351,North America,Canada,89935,14,170.709197998047,6,2.28207845793804e-05,27,22.3675365447998,319.527282714844,-1.14320623874664,76.5834197998047,0.032890509814024,1390.45068359375,Cold,Boreal Forests/Taiga,SMB,OpenForestOther,3
555744515,555744515,Coldwater-Juneshew-Sibi Territorial reserve for protected area purposes,Canada_555744515,1588.41120588607,2020,3,II,Territorial reserve for protected area purposes,1588.41194061389,North America,Canada,89937,14,214.002777099609,6,6.20808059466071e-05,27,23.6632862091064,113.734886169434,-0.114749446511269,72.6566390991211,0.0304564293473959,1702.873046875,Cold,Boreal Forests/Taiga,SMB,Shrubs,3
555744517,555744517,Waskaganish Territorial reserve for protected area purposes,Canada_555744517,1554.06382784706,2020,3,II,Territorial reserve for protected area purposes,1554.06126161675,North America,Canada,89938,14,223.569793701172,6,3.40121441695374e-05,26,24.5670719146729,69.1141357421875,0.242103457450867,71.5658874511719,0.0122827803716064,1793.18811035156,Cold,Boreal Forests/Taiga,SMB,ClosedForestEvergreenNeedle,3
555744518,555744518,Péninsule-de-Ministikawatin Territorial reserve for protected area purposes,Canada_555744518,1331.74822014505,2020,3,II,Territorial reserve for protected area purposes,1331.74923027572,North America,Canada,89939,14,218.277526855469,6,9.99814710667124e-06,26,24.4284992218018,28.5919017791748,0.499433249235153,65.4629364013672,0.000313162570819259,1784.15344238281,Cold,Boreal Forests/Taiga,SMB,ClosedForestEvergreenNeedle,3
555744522,555744522,Bassin-Aval-de-la-Broadback Territorial reserve for protected area purposes,Canada_555744522,1020.30293472946,2020,3,II,Territorial reserve for protected area purposes,1020.30343053779,North America,Canada,89943,14,226.930877685547,6,5.28179634784465e-06,26,25.5254764556885,115.332443237305,0.424201667308807,73.6333847045898,0.031377837061882,1764.93518066406,Cold,Boreal Forests/Taiga,SMB,Shrubs,3
555744526,555744526,Aashukan Territorial reserve for protected area purposes,Canada_555744526,1010.03768034482,2020,3,II,Territorial reserve for protected area purposes,1010.03792644562,North America,Canada,89947,5,242.757598876953,6,0.000170783314388245,27,22.685001373291,342.444152832031,-0.104232966899872,80.0210723876953,0.0146282026544213,1274.20751953125,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,3
555744527,555744527,Nibiischii Territorial reserve for protected area purposes,Canada_555744527,1839.55960950148,2020,3,II,Territorial reserve for protected area purposes,1839.55822497618,North America,Canada,89948,17,184.257553100586,6,2.92670792987337e-05,27,20.3402690887451,571.8095703125,-1.59390807151794,99.6529235839844,0.00596025586128235,1330.2626953125,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,3
555744528,555744528,Rivières-Cheno-et-Papas Territorial reserve for protected area purposes,Canada_555744528,2062.45936431635,2020,3,II,Territorial reserve for protected area purposes,2062.45830948364,North America,Canada,89949,17,227.961791992188,6,0.00137085421010852,27,20.9128341674805,508.605133056641,-1.09619009494782,106.083625793457,0.0066643301397562,1436.88037109375,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,3
555744529,555744529,Neoskweskau-Amont-Eastmain Territorial reserve for protected area purposes,Canada_555744529,330.080559695484,2020,3,II,Territorial reserve for protected area purposes,330.080316336893,North America,Canada,89950,17,200.421737670898,6,0,27,21.912425994873,394.299591064453,-0.463341474533081,90.8451385498047,0.0222086738795042,1462.66577148438,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,3
555744530,555744530,Caribous-de-Nottaway Territorial reserve for protected area purposes,Canada_555744530,2369.15918495028,2020,3,II,Territorial reserve for protected area purposes,2369.15741367702,North America,Canada,89951,17,254.445358276367,6,5.26942358192173e-06,26,25.4467124938965,181.542343139648,0.395063608884811,73.9979248046875,0.00473333196714521,1717.84436035156,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,3
555744532,555744532,Kanasuta Territorial reserve for protected area purposes,Canada_555744532,39.5850863810088,2020,3,II,Territorial reserve for protected area purposes,39.5850764539594,North America,Canada,89953,5,335.9716796875,6,0.0213739536702633,26,26.167013168335,356.335357666016,2.42798805236816,78.3615951538086,0,2802.37817382813,Cold,Boreal Forests/Taiga,TMC,ClosedForestMixed,3
555744540,555744540,Forêt-Ouareau Territorial reserve for protected area purposes,Canada_555744540,53.3665915445629,2020,3,II,Territorial reserve for protected area purposes,53.3665913984039,North America,Canada,89960,5,777.724548339844,4,0.157990962266922,26,25.3643569946289,461.341369628906,3.89539575576782,103.082641601563,0,3257.39697265625,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,3
555744542,555744542,Lac-Lapeyrère  Territorial reserve for protected area purposes,Canada_555744542,43.6401051731874,2020,3,II,Territorial reserve for protected area purposes,43.6400981264169,North America,Canada,89962,5,735.709838867188,4,0.0127652063965797,26,25.8662109375,335.124908447266,3.80032706260681,96.4429473876953,0,2279.13403320313,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,3
555744543,555744543,Initiative-Triade-Mauricie Territorial reserve for protected area purposes,Canada_555744543,88.4951870653924,2020,3,II,Territorial reserve for protected area purposes,88.4952351403063,North America,Canada,89963,5,735.709838867188,4,0.0314573384821415,26,25.4687957763672,383.155700683594,3.17955732345581,95.8042831420899,0,2771.4306640625,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,3
555744545,555744545,Rivière-Belley Territorial reserve for protected area purposes,Canada_555744545,45.8885172766612,2020,3,II,Territorial reserve for protected area purposes,45.8885458405399,North America,Canada,89965,17,339.008331298828,6,0.0941800996661186,26,26.6208992004395,166.119506835938,3.25921893119812,96.5379486083985,0,2328.11596679688,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,3
555744546,555744546,Rivière-Patapédia Territorial reserve for protected area purposes,Canada_555744546,99.352529101949,2020,3,II,Territorial reserve for protected area purposes,99.3525155556797,North America,Canada,89966,5,305.604156494141,6,0.00425595417618752,26,25.9616546630859,312.366516113281,3.22451090812683,91.4518814086914,0,3375.63305664063,Cold,Boreal Forests/Taiga,TMC,ClosedForestMixed,3
555744547,555744547,Assemetquagan Territorial reserve for protected area purposes,Canada_555744547,72.7054096496003,2020,3,II,Territorial reserve for protected area purposes,72.7055242600147,North America,Canada,89967,5,236.208404541016,6,0.0380781777203083,26,25.9415130615234,238.828033447266,3.11697316169739,96.2510986328125,0,2990.53344726563,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,3
555744548,555744548,Chic-Chocs Territorial reserve for protected area purposes,Canada_555744548,202.735531768688,2020,3,II,Territorial reserve for protected area purposes,202.735537906501,North America,Canada,89968,5,227.973876953125,6,0.0357350818812847,27,22.5171604156494,558.294372558594,1.06418561935425,125.402687072754,4.47317033831496e-05,2406.84545898438,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,3
555744549,555744549,Corridor Mont-Saint-Pierre Territorial reserve for protected area purposes,Canada_555744549,37.9861043474265,2020,3,II,Territorial reserve for protected area purposes,37.9862793387123,North America,Canada,89969,5,171.376708984375,6,0.0644060000777245,27,19.9945907592773,229.226501464844,1.99253928661346,105.317626953125,0,3121.4150390625,Cold,Boreal Forests/Taiga,TMC,ClosedForestMixed,3
555744564,555744564,Blanc-Sablon Territorial reserve for protected area purposes,Canada_555744564,252.548001049592,2020,3,II,Territorial reserve for protected area purposes,252.547423226392,North America,Canada,89983,17,119.428802490234,6,0.0363615117967129,27,18.1123924255371,160.475784301758,1.29255974292755,109.99592590332,0,1875.91772460938,Cold,Boreal Forests/Taiga,TMB,HerbacousVeg,3
555744568,555744568,Proposed Caribous-Forestiers-de-Manouane-Manicouagan Biodiversity Reserve,Canada_555744568,7813.73963618522,2021,2,Ib,Proposed biodiversity reserve,7813.73833292428,North America,Canada,89985,17,171.807632446289,6,0.00215055979788303,27,21.0293292999268,562.509887695313,-1.32345604896545,92.9336395263672,0.00166361674200743,1511.84790039063,Cold,Boreal Forests/Taiga,TMB,ClosedForestEvergreenNeedle,2
555745156,555745156,Serranía El Pinche,Colombia_555745156,215.792173328968,2020,3,II,ICCA,215.792176067151,South America,Colombia,90040,24,834.589721679688,1,0.230356454849243,15,18.2361183166504,1336.15380859375,12.8675785064697,306.251434326172,0.00365533214062452,3700.94067382813,Temperate,Tropical & Subtropical Moist Broadleaf Forests,THN,ClosedForestEvergreenBroad,3
555745307,555745307,South Ustyurt National Nature Park,Uzbekistan_555745307,14413.6010800454,2020,3,II,National Natural Park,14399.8857095196,Asia,Uzbekistan,90157,19,268.311309814453,13,0.171086400747299,5,39.7022476196289,98.1018218994141,13.9889631271362,8.63946914672852,0,660.885070800781,Arid,Deserts & Xeric Shrublands,SLN,Bare,3
555745308,555745308,Korezm National Nature Park,Uzbekistan_555745308,216.42783093927,2019,3,II,National Natural Park,216.418806102639,Asia,Uzbekistan,90158,13,264.3935546875,13,0.348294973373413,5,39.9943389892578,146.177932739258,15.2469625473022,9.2214937210083,0.000167374135344289,851.92529296875,Arid,Deserts & Xeric Shrublands,SLB,Bare,4
555745311,555745311,Loma Los Siete Picos,Dominican Republic_555745311,136.36192436513,2021,3,II,National Park,136.783969651486,North America,Dominican Republic,90161,23,550.476440429688,1,0.418566167354584,1,30.0632076263428,394.485748291016,23.1452121734619,158.532348632813,1.63984750543023e-05,5193.1669921875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,TMN,ClosedForestEvergreenBroad,2
555745325,555745325,Parque Federal Campo San Juan,Argentina_555745325,57.234450592347,2022,2,Ib,Wilderness Nature Reserve,57.3284210207911,South America,Argentina,90173,24,1097.08923339844,9,0.295530945062637,14,32.5516242980957,117.460113525391,21.5240249633789,161.398818969727,0.0276532750576735,4263.10302734375,Temperate,Flooded Grasslands & Savannas,THN,ClosedForestEvergreenBroad,1
555748147,555748147,Black Canyon,United States of America_555748147,69.3729631935221,2002,2,Ib,Wilderness Area,69.5190082123055,North America,United States of America,90373,19,319.363128662109,13,0.112137228250504,4,42.0031394958496,526.92138671875,22.4105758666992,10.353874206543,0,800.130310058594,Arid,Deserts & Xeric Shrublands,SLN,HerbacousVeg,21
555756386,555756386,King Khalid Royal Reserve,Saudi Arabia_555756386,1158.50478753123,2018,3,II,Royal Reserve,1158.49418170594,Asia,Saudi Arabia,90618,19,307.642730712891,13,0.140694692730904,4,43.9606513977051,671.643371582031,26.3151779174805,10.2268877029419,0,847.331665039063,Arid,Deserts & Xeric Shrublands,SLN,Bare,5
555756392,555756392,Maiombe National Park,Republic of the Congo_555756392,2065.05713984916,2011,3,II,National Park,2065.05838227885,Africa,Republic of the Congo,90623,12,493.712799072266,1,0.193607851862907,3,30.8467960357666,336.061126708984,24.2437229156494,128.843414306641,0.00615565665066242,2996.83935546875,Tropical,Tropical & Subtropical Moist Broadleaf Forests,THD,ClosedForestEvergreenBroad,12
555757281,555757281,Central Ghor,Israel_555757281,54.5214178555223,2023,3,II,Nature Reserve,54.6825292378724,Asia,Israel,90641,7,584.954772949219,13,0.498039811849594,6,39.7440795898438,-309.530029296875,23.8795185089111,32.5385360717773,0.000272371631581336,1305.56518554688,Arid,Deserts & Xeric Shrublands,SLD,HerbacousVeg,0
555757283,555757283,Jerusalem Wilderness,Israel_555757283,52.8448240368425,2023,2,Ib,Nature Reserve,53.0040968495962,Asia,Israel,90643,7,458.099334716797,12,0.478911817073822,6,37.3290748596191,190.321517944336,21.5416831970215,33.625431060791,0,1145.56359863281,Arid,"Mediterranean Forests, Woodlands & Scrub",SLD,Bare,0
555757314,555757314,4000300,Canada_555757314,26.2418040388251,2022,3,II,Nature Legacy protected area,26.2417606460049,North America,Canada,90644,5,331.025756835938,4,0.0146120078861713,26,27.3534641265869,76.7239761352539,5.7072024345398,104.854606628418,0,3216.8642578125,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757315,555757315,4000400,Canada_555757315,4.01291340935948,2022,3,II,Nature Legacy protected area,4.01291711833563,North America,Canada,90645,5,341.885772705078,6,0.00477645639330149,26,26.1457576751709,300.087554931641,3.3956573009491,90.588264465332,0,3245.03735351563,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,1
555757316,555757316,4000500,Canada_555757316,9.3979040339658,2022,3,II,Nature Legacy protected area,9.39791580106081,North America,Canada,90646,5,389.670959472656,4,0.0285342037677765,26,26.6230602264404,186.259414672852,5.91375255584717,110.135200500488,0,3189.580078125,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,1
555757317,555757317,4000600,Canada_555757317,9.34748417586124,2022,3,II,Nature Legacy protected area,9.3474687252292,North America,Canada,90647,5,330.95703125,4,0.133634060621262,26,27.2572212219238,147.68342590332,4.05019664764404,84.3718948364258,0,3413.96948242188,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,1
555757318,555757318,4000900,Canada_555757318,3.65610615759932,2022,3,II,Nature Legacy protected area,3.65610020448934,North America,Canada,90648,5,389.352172851563,4,0.0708703175187111,26,22.0952682495117,55.5484161376953,6.66804122924805,124.798568725586,0,3392.697265625,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757320,555757320,4001200,NA_555757320,6.20295215887336,2022,3,II,Nature Legacy protected area,6.20293806035243,"","",90650,5,389.352172851563,4,0.132203668355942,26,20.1507987976074,24.4610996246338,6.70727682113648,129.440887451172,0,2958.09814453125,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757322,555757322,4001400,Canada_555757322,21.7028212348149,2022,3,II,Nature Legacy protected area,21.7028286929304,North America,Canada,90651,5,330.95703125,6,0.00238239276222885,26,24.7060871124268,534.742431640625,2.83942818641663,115.257751464844,0,2478.93969726563,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,1
555757327,555757327,4002100,Canada_555757327,9.87924483933536,2022,3,II,Nature Legacy protected area,9.87918826013869,North America,Canada,90654,5,330.95703125,4,0.0100463833659887,26,26.5821876525879,249.955505371094,3.62961602210999,90.1194534301758,0,3496.33203125,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,1
555757328,555757328,4002400,Canada_555757328,20.5661092405971,2022,3,II,Nature Legacy protected area,20.5661054133002,North America,Canada,90655,5,389.386016845703,4,0.181981697678566,26,26.6751480102539,131.863296508789,6.11014699935913,117.29248046875,0,3134.12622070313,Cold,Temperate Broadleaf & Mixed Forests,TMC,OpenForestOther,1
555757329,555757329,4002500,Canada_555757329,5.44361061662715,2022,3,II,Nature Legacy protected area,5.44362787548438,North America,Canada,90656,5,389.352172851563,4,0.245578542351723,26,26.8884925842285,99.2509078979492,6.18273973464966,106.959548950195,0,3485.84301757813,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757330,555757330,4002600,Canada_555757330,15.896543199052,2022,3,II,Nature Legacy protected area,15.8965347096664,North America,Canada,90657,5,389.670959472656,4,0.0289846211671829,26,26.8312244415283,140.896148681641,6.03695726394653,110.805282592773,0,2926.392578125,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757331,555757331,4002800,Canada_555757331,19.9025340320859,2022,3,II,Nature Legacy protected area,19.9025568479077,North America,Canada,90658,5,348.961486816406,4,0.0988273099064827,26,26.865348815918,101.89111328125,5.93494844436646,112.590263366699,0,3282.52856445313,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757334,555757334,4003200,Canada_555757334,4.35452246239077,2022,3,II,Nature Legacy protected area,4.35451866213738,North America,Canada,90659,5,298.411468505859,4,0.235203489661217,26,23.7140464782715,17.4398994445801,5.51767587661743,102.934661865234,5.61414599360433e-05,2940.32446289063,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757337,555757337,4003500,United States of America_555757337,1.95662410074161,2022,3,II,Nature Legacy protected area,1.95662270041788,North America,United States of America,90662,5,389.670959472656,4,0.0347873196005821,26,26.7431259155273,152,6.03553295135498,101.015464782715,0,3029.11181640625,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757339,555757339,4003700,Canada_555757339,74.1926792548693,2022,3,II,Nature Legacy protected area,74.1926390531536,North America,Canada,90663,5,348.8876953125,4,0.0204650014638901,26,26.6159267425537,151.726058959961,5.56468772888184,121.661155700684,0,2807.68408203125,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757343,555757343,4004000,Canada_555757343,20.6468682538844,2022,3,II,Nature Legacy protected area,20.6468691831895,North America,Canada,90664,5,330.95703125,6,0.00634219078347087,26,25.3969097137451,386.706665039063,3.47611260414124,102.764442443848,0,2659.65405273438,Cold,Boreal Forests/Taiga,TMC,ClosedForestEvergreenNeedle,1
555757344,555757344,4004100,Canada_555757344,3.67537248103715,2022,3,II,Nature Legacy protected area,3.67537176741244,North America,Canada,90665,5,395.263458251953,4,0.0700947567820549,26,26.4006748199463,30.7284812927246,6.38217163085938,100.790786743164,0,3350.66625976563,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757349,555757349,4004601,Canada_555757349,3.36006392356326,2022,3,II,Nature Legacy protected area,3.3600568664283,North America,Canada,90668,5,389.352172851563,4,0.00596329988911748,26,22.2583084106445,84.1326293945313,6.55324363708496,127.731048583984,0,3178.61596679688,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757351,555757351,4004801,Canada_555757351,1.5117572641221,2022,3,II,Nature Legacy protected area,1.51175813075552,North America,Canada,90670,5,395.263458251953,4,0.0481711402535439,26,21.4606761932373,234.674697875977,5.27978658676148,153.2412109375,0,3553.82153320313,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,1
555757352,555757352,4004900,NA_555757352,1.73563949626708,2022,3,II,Nature Legacy protected area,1.73564031654722,"","",90671,5,389.352203369141,4,0.119085133075714,26,22.4787425994873,61.8002166748047,6.68562698364258,125.01155090332,0,3050.27758789063,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757354,555757354,4005300,Canada_555757354,40.3603140592888,2022,3,II,Nature Legacy protected area,40.3602787772849,North America,Canada,90673,5,389.352172851563,4,0.0400475114583969,26,26.7398376464844,108.324531555176,6.26604986190796,119.138412475586,0,3484.73046875,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757355,555757355,4005400,Canada_555757355,40.4852831649911,2022,3,II,Nature Legacy protected area,40.4853412676407,North America,Canada,90674,5,331.025756835938,4,0.00906427763402462,26,27.1000900268555,110.885543823242,5.55932855606079,101.463645935059,0,2916.5419921875,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757357,555757357,4005501,Canada_555757357,3.11782614532038,2022,3,II,Nature Legacy protected area,3.11782591396253,North America,Canada,90676,14,276.933624267578,4,0.264540821313858,26,22.5336132049561,11.2971754074097,5.91874933242798,108.067749023438,0,2638.2197265625,Cold,Temperate Broadleaf & Mixed Forests,SMB,OpenForestOther,1
555757359,555757359,4005700,Canada_555757359,9.4469786789964,2022,3,II,Nature Legacy protected area,9.44706319944594,North America,Canada,90677,5,395.263458251953,4,0.012135524302721,26,20.288257598877,145.687805175781,5.49442481994629,153.023056030273,0,3424.09448242188,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757365,555757365,4006100,Canada_555757365,6.43135980857233,2022,3,II,Nature Legacy protected area,6.43135456204821,North America,Canada,90682,5,368.480041503906,4,0.0614248178899288,26,26.3474826812744,244.445648193359,4.05838394165039,87.0661315917969,0,3141.23901367188,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,1
555757367,555757367,4006300,Canada_555757367,4.50492766081579,2022,3,II,Nature Legacy protected area,4.50494781180183,North America,Canada,90683,5,330.95703125,6,0.00652196723967791,26,24.458517074585,518.148498535156,2.79785370826721,107.407806396484,0,4007.13208007813,Cold,Boreal Forests/Taiga,TMC,ClosedForestMixed,1
555757369,555757369,4006500,Canada_555757369,3.58575625057118,2022,3,II,Nature Legacy protected area,3.58575361311763,North America,Canada,90684,5,389.670959472656,4,0.0428495407104492,26,26.75,152,5.943434715271,100.295654296875,0,3387.71875,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757372,555757372,4006702,Canada_555757372,1.85599097523159,2022,3,II,Nature Legacy protected area,1.85598961977334,North America,Canada,90685,5,395.263458251953,4,0.00188770203385502,26,20.7765254974365,244.335815429688,5.30509662628174,157.59846496582,0,3215.48974609375,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,1
555757374,555757374,4007100,Canada_555757374,2.36462644985796,2022,3,II,Nature Legacy protected area,2.36469146551938,North America,Canada,90686,5,348.961486816406,4,0.218255415558815,26,26.9124298095703,113.382995605469,5.93228101730347,109.68431854248,0,3671.9697265625,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757375,555757375,4007200,Canada_555757375,6.47385918156287,2022,3,II,Nature Legacy protected area,6.47389803602623,North America,Canada,90687,5,330.95703125,6,0.000507146934978664,26,24.6724452972412,505.868988037109,2.78740572929382,99.7379684448242,0,3274.75439453125,Cold,Boreal Forests/Taiga,TMC,ClosedForestMixed,1
555757378,555757378,4007400,Canada_555757378,4.04620164342859,2022,3,II,Nature Legacy protected area,4.04620688250961,North America,Canada,90689,5,389.670959472656,4,0.0454250015318394,26,26.7238903045654,152.188003540039,6.02867031097412,100.834060668945,0,3210.12622070313,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757381,555757381,4007800,Canada_555757381,1.55480476028167,2022,3,II,Nature Legacy protected area,1.55480487690443,North America,Canada,90691,5,301.985046386719,4,0.0521289184689522,26,26.8042278289795,229.301498413086,4.11877012252808,97.4766464233399,0,3208.38330078125,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestDeciduousBroad,1
555757382,555757382,4007900,NA_555757382,4.17152363486657,2022,3,II,Nature Legacy protected area,4.17150968422796,"","",90692,5,389.352172851563,4,0.0834233537316322,26,21.2467613220215,34.5370063781738,6.7629508972168,124.341423034668,0,2998.39379882813,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757387,555757387,4008201,Canada_555757387,5.55504118343521,2022,3,II,Nature Legacy protected area,5.55504094320862,North America,Canada,90695,5,389.352172851563,4,0.010909722186625,26,23.1546363830566,114.814476013184,6.46788501739502,124.772468566895,0,3295.38549804688,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757389,555757389,4008400,Canada_555757389,13.5965402237262,2022,3,II,Nature Legacy protected area,13.5965564188079,North America,Canada,90696,5,395.263458251953,4,0.0889430344104767,26,26.1263427734375,50.1459159851074,6.33816289901733,104.447235107422,0,3264.46044921875,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
555757390,555757390,4008500,Canada_555757390,4.02251857438434,2022,3,II,Nature Legacy protected area,4.02251441481608,North America,Canada,90697,5,389.670959472656,4,0.0472493879497051,26,26.6224899291992,143.328262329102,6.08203554153442,99.9263305664063,0,3262.05810546875,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestMixed,1
555757394,555757394,4009100,Canada_555757394,2.95917922519457,2022,3,II,Nature Legacy protected area,2.95917398531986,North America,Canada,90700,5,389.352203369141,4,0.063813328742981,26,26.6187057495117,130.416702270508,6.21385478973389,119.776840209961,0,3504.2666015625,Cold,Temperate Broadleaf & Mixed Forests,TMC,ClosedForestEvergreenNeedle,1
